WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00020989	A_12_P107104	IV	8696159	0.174967161776491	I	2791681	2794976	8044494	8963101	Distant eQTL	No	IV	31.5	Yes	11	Yes	30.5, 31, 31.5, 32	48	NA	I	IV
WBGene00004275	A_12_P107108	I	398834	0.284781434789288	I	11632983	11638491	398834	614509	Distant eQTL	No	I	3	No	1	NA	NA	NA	NA	I	I
WBGene00018239	A_12_P107113	IV	4761504	0.120940388829583	III	192103	194349	4644715	5646749	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	III	IV
WBGene00010083	A_12_P107135	IV	15403721	0.105421590432042	IV	14401112	14412894	15325632	15619530	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00000941	A_12_P107137	III	1954629	0.349947289851759	III	1859888	1860381	1946714	1984767	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00021078	A_12_P107151	V	3778723	0.173693922758216	V	3687106	3701907	3229784	3881987	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00009087	A_12_P107159	X	14346521	0.779122832994869	X	14442621	14443450	14281712	14477626	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00013741	A_12_P107177	III	12731659	0.640229624861976	III	12744788	12747701	12729776	12806910	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00010788	A_12_P107179	V	13155451	0.176995346769348	V	11875358	11879141	12486434	13332418	Distant eQTL	No	V	25.5	No	5	NA	NA	NA	NA	V	V
WBGene00014903	A_12_P107187	IV	13620522	0.345364585306748	III	12389885	12390556	13526357	13902731	Distant eQTL	No	IV	38	No	1	NA	NA	NA	NA	III	IV
WBGene00019968	A_12_P107190	V	3685467	0.31836426030115	V	3803839	3805531	3483432	3897200	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00008879	A_12_P107201	X	14281712	0.310597333663664	X	14085508	14089742	13862341	14477626	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00021019	A_12_P107204	III	2438328	0.531699007542445	III	2424355	2425678	2401865	2449975	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00001759	A_12_P107254	X	3796301	0.118760179122947	X	3632367	3633754	3184463	3907685	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00001759	A_12_P107254	V	16859250	0.0129097670876282	X	3632367	3633754	16620392	16999614	Distant eQTL	No	V	31.5	No	3	NA	NA	NA	NA	X	V
WBGene00001759	A_12_P107254	IV	13813174	0.0226360031386134	X	3632367	3633754	13608743	14237700	Distant eQTL	No	IV	38.5	Yes	8		38.5	8	NA	X	IV
WBGene00020698	A_12_P107265	V	3551664	0.556072369073983	V	3602096	3605425	3537594	3680651	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00020698	A_12_P107265	X	5291269	0.013710773415407	V	3602096	3605425	4284268	5569019	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00013587	A_12_P107276	X	3843271	0.144901634363919	V	18953114	18957319	3713398	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	V	X
WBGene00022086	A_12_P107285	II	733570	0.14065770031345	IV	2542301	2549941	6368	1324489	Distant eQTL	No	II	2.5	Yes	7	Yes	2.5	7	NA	IV	II
WBGene00005141	A_12_P107294	III	1580776	0.162303162730996	III	1692081	1695106	1562285	1759358	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00005141	A_12_P107294	X	6953360	0.0229766809906118	III	1692081	1695106	6300921	7726527	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	III	X
WBGene00010966	A_12_P107306	III	10465571	0.139345069304866	M	11356	11691	9987327	11052616	Distant eQTL	No	III	30	No	2	NA	NA	NA	NA	M	III
WBGene00007792	A_12_P107309	IV	10327996	0.106654036093953	IV	9743760	9745005	8966631	12722332	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00001757	A_12_P107311	X	11600428	0.240937091587648	II	4891545	4893574	11382849	12859131	Distant eQTL	No	X	26	No	1	NA	NA	NA	NA	II	X
WBGene00019723	A_12_P107319	IV	3798053	0.631033129652404	IV	3805485	3806716	3785505	3838447	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00019732	A_12_P107321	X	8948569	0.242379646029019	X	8731310	8731922	8208528	9591109	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00005644	A_12_P107324	V	1913716	0.534842388904674	V	1908842	1910692	1896745	2021759	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00010364	A_12_P107327	III	10481103	0.328728175216817	III	10443068	10445361	10418745	10595502	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00009660	A_12_P107328	II	11936043	0.15089965958395	II	11812290	11814113	11021792	12184321	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00009660	A_12_P107328	III	11847455	0.000792928178453366	II	11812290	11814113	11843946	11913630	Distant eQTL	No	III	41	No	1	NA	NA	NA	NA	II	III
WBGene00011960	A_12_P107338	V	10142996	0.120567417267445	IV	13673804	13677823	10119315	12414380	Distant eQTL	No	V	22.5	Yes	13	Yes	22.5, 23, 23.5	40	NA	IV	V
WBGene00016474	A_12_P107346	IV	15712992	0.200486631322928	V	3157077	3157870	15625988	15954820	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	V	IV
WBGene00019672	A_12_P107350	II	13443507	0.109496200343099	V	6308811	6312001	13252286	13568408	Distant eQTL	No	II	35.5	No	5	NA	NA	NA	NA	V	II
WBGene00019672	A_12_P107350	I	12098639	0.000137318726493449	V	6308811	6312001	12048245	12147931	Distant eQTL	No	I	35	Yes	6		35	6	NA	V	I
WBGene00019650	A_12_P107386	V	5030874	0.369393835927749	V	5036572	5039600	5027848	5094459	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00001236	A_12_P107392	III	1361852	0.131550505833769	III	1414320	1417190	977162	1559962	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00022288	A_12_P107400	V	1113279	0.563349748283829	V	1270911	1273043	1062760	1372698	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021979	A_12_P107404	V	11600826	0.115621755522138	V	5085704	5086969	11050301	12132514	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00021979	A_12_P107404	II	9651692	0.00678966990511302	V	5085704	5086969	9115410	9845678	Distant eQTL	No	II	20	No	4	NA	NA	NA	NA	V	II
WBGene00016782	A_12_P107405	X	5569019	0.109078556221191	V	4043916	4044951	4630882	5949176	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00017618	A_12_P107414	IV	4043433	0.228645915462487	V	7024595	7027155	3958558	4295474	Distant eQTL	No	IV	26.5	Yes	7		26.5	7	NA	V	IV
WBGene00009361	A_12_P107419	I	12052126	0.115583263451328	I	12591116	12592353	11959037	12430088	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00016838	A_12_P107427	X	5569019	0.138639756159707	I	3888240	3891598	5383095	6159202	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00007686	A_12_P107439	X	3843271	0.103920659446806	II	8971957	8973573	3713398	4505845	Distant eQTL	No	X	12	Yes	73		12	73	NA	II	X
WBGene00011055	A_12_P107450	II	13755276	0.105965858679118	II	13752314	13756271	13669810	14391450	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00012003	A_12_P107452	III	5111616	0.127164126835736	II	9101098	9105451	3639980	5503798	Distant eQTL	No	III	25.5	No	1	NA	NA	NA	NA	II	III
WBGene00044719	A_12_P107458	IV	1503573	0.22762358943081	IV	1515453	1516627	1429005	1637815	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00044719	A_12_P107458	I	12957859	9.95937450704989e-05	IV	1515453	1516627	12955937	12958276	Distant eQTL	No	I	38.5	No	1	NA	NA	NA	NA	IV	I
WBGene00017635	A_12_P107459	X	4721441	0.0999490039298449	V	8161944	8165453	3907685	5638607	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00017873	A_12_P107465	II	733570	0.602364930266158	II	849678	850654	719430	916957	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00005517	A_12_P107467	I	10819782	0.100965495726803	I	11182817	11186206	9523381	11388363	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001758	A_12_P107487	V	2486919	0.430517472443439	V	2561690	2564748	2302115	2671879	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019645	A_12_P107549	X	11847730	0.105691086076511	V	5029319	5030815	10711645	12932361	Distant eQTL	No	X	28	No	4	NA	NA	NA	NA	V	X
WBGene00001450	A_12_P107573	X	5569019	0.137078916292544	X	5885859	5886833	4891523	5676445	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00011392	A_12_P107587	X	6953360	0.117677178542467	V	20827712	20828939	6300921	7838301	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	V	X
WBGene00006640	A_12_P107592	X	4862702	0.137015062698114	X	4866678	4874657	4536045	5390152	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00015441	A_12_P107593	V	3491728	0.107067819275636	V	3389330	3390952	2887755	3897200	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013104	A_12_P107598	IV	16382208	0.14772548950426	IV	16575094	16578549	16205584	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00019979	A_12_P107600	IV	15758388	0.177532781629705	V	1439179	1441874	15678791	16205584	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	V	IV
WBGene00007795	A_12_P107601	IV	9987122	0.330025220598174	IV	9747152	9748442	8811605	9995259	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00020799	A_12_P107611	II	6366860	0.135773538089292	II	6403401	6405040	5196296	6697935	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00009638	A_12_P107617	X	4893004	0.177808531555266	X	12358606	12359097	4165450	5291269	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00011805	A_12_P107618	III	10230593	0.334473204427168	III	10050698	10058684	10009386	10293762	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00008138	A_12_P107619	V	3655574	0.141971537880655	II	11681817	11682881	3282813	3680651	Distant eQTL	No	V	12	No	5	NA	NA	NA	NA	II	V
WBGene00008138	A_12_P107619	X	4958735	0.0195085333638215	II	11681817	11682881	4483054	6159202	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00000796	A_12_P107635	II	10239809	0.111613301805836	II	10588022	10592656	9845678	11508627	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00013545	A_12_P107657	III	12135744	0.163774280225252	III	12160758	12171360	11984213	12216028	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007056	A_12_P107663	III	8659106	0.112708629607609	III	8268531	8270684	4834284	9174716	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007056	A_12_P107663	II	6368	0.00126502516727784	III	8268531	8270684	6368	343260	Distant eQTL	No	II	0	No	1	NA	NA	NA	NA	III	II
WBGene00004751	A_12_P107665	II	4120191	0.133875043460007	II	3950377	3972141	3861010	4678773	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00015449	A_12_P107687	V	5175241	0.164410350303354	V	5108180	5110791	5027848	5237566	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019379	A_12_P107692	V	1436415	0.109663738553203	V	6568952	6570882	1361176	2283377	Distant eQTL	No	V	1.5	No	2	NA	NA	NA	NA	V	V
WBGene00015424	A_12_P107701	X	4179483	0.203612381484645	V	5882563	5883835	3946591	4566632	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00015682	A_12_P107717	X	12844501	0.149253758440065	V	5312866	5314356	11570896	13024411	Distant eQTL	No	X	30	No	5	NA	NA	NA	NA	V	X
WBGene00019454	A_12_P107718	I	9729023	0.146291742246067	V	583801	585308	9000872	10826560	Distant eQTL	No	I	26	No	5	NA	NA	NA	NA	V	I
WBGene00007786	A_12_P107725	I	1623032	0.0355887092898083	V	9983919	9986284	1041272	1688137	Distant eQTL	No	I	8.5	No	2	NA	NA	NA	NA	V	I
WBGene00009554	A_12_P107760	I	14755839	0.258008844042258	I	14788125	14789517	14683220	14863715	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00009859	A_12_P107764	X	4455978	0.271114581089207	V	16867678	16869845	3946591	4656473	Distant eQTL	No	X	13.5	Yes	14	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00007565	A_12_P107783	X	4862702	0.128784774561827	V	18157878	18159614	4483054	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00008204	A_12_P107793	IV	16529740	0.439087642952151	IV	17334231	17335094	16488050	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00007181	A_12_P107827	V	18653678	0.118958325347775	V	18325035	18328791	18269611	18936661	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00010018	A_12_P107828	V	15635975	0.149469699630078	V	15814234	15815971	14290317	15963459	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013644	A_12_P107835	I	4259878	0.200421144108733	IV	15860221	15861442	4256443	4702300	Distant eQTL	No	I	20.5	No	5	NA	NA	NA	Yes	IV	I
WBGene00000415	A_12_P107840	I	11855563	0.130397594016897	I	11851566	11868112	11796358	11943121	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00016926	A_12_P107851	V	7666834	0.103384718846208	V	7511765	7513726	6789374	8585263	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00016926	A_12_P107851	IV	10776966	0.000326574095061468	V	7511765	7513726	10743150	11570976	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	V	IV
WBGene00001780	A_12_P107854	II	14608351	0.685873370460533	II	15177345	15178594	14606333	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00014006	A_12_P107899	X	3843271	0.100960786776805	IV	10900176	10901386	3184463	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	IV	X
WBGene00012538	A_12_P107925	IV	13902731	0.356215864142105	IV	14051193	14060988	13712159	14237700	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00012538	A_12_P107925	V	4385285	0.00585343954516239	IV	14051193	14060988	4165560	4497523	Distant eQTL	No	V	14.5	No	5	NA	NA	NA	NA	IV	V
WBGene00003884	A_12_P107926	IV	3798053	0.595888189703123	IV	3796306	3801052	3792388	3837377	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00013069	A_12_P107936	V	18416620	0.355670138769093	V	18389277	18391349	18269611	18436998	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00015259	A_12_P107968	V	2486919	0.128353910535389	V	422433	424173	8249	3282002	Distant eQTL	No	V	5.5	Yes	9		5.5	9	NA	V	V
WBGene00016544	A_12_P107979	II	1990551	0.524873291421492	II	2154008	2155220	1988126	2133052	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00018339	A_12_P107983	X	3843271	0.103972595327097	III	6173036	6176191	3594656	3940409	Distant eQTL	No	X	12	Yes	73		12	73	NA	III	X
WBGene00019871	A_12_P107993	X	8465070	0.109954772795718	X	8801558	8806120	7931943	8948569	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00019871	A_12_P107993	IV	2135122	0.000101254246888593	X	8801558	8806120	2060632	2185390	Distant eQTL	No	IV	17.5	No	1	NA	NA	NA	NA	X	IV
WBGene00004001	A_12_P108012	V	12112105	0.105307365091892	X	10865347	10870237	11591667	12279420	Distant eQTL	No	V	24	No	1	NA	NA	NA	NA	X	V
WBGene00020153	A_12_P108027	V	537511	0.121669623653648	V	484857	486897	8249	544961	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013364	A_12_P108030	V	20135102	0.117223785269094	V	19921630	19922710	20005738	20485981	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019140	A_12_P108039	II	1990551	0.313702446846341	II	2029232	2030473	1937117	2126849	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00019140	A_12_P108039	III	9692506	0.0075030792386815	II	2029232	2030473	9143646	10418745	Distant eQTL	No	III	28.5	No	1	NA	NA	NA	NA	II	III
WBGene00018701	A_12_P108061	X	5291269	0.170121255188629	X	3089496	3092457	4504557	5576572	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00004005	A_12_P108063	II	7659303	0.139945071220494	II	7995587	8004257	6654199	9145624	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00021167	A_12_P108071	V	2271007	0.466917229279567	V	2197997	2201415	2014608	2271884	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00011310	A_12_P108074	X	16039643	0.548993296747567	X	16314921	16317729	15995509	16404929	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00016111	A_12_P108090	II	5465868	0.135444060220359	II	5699627	5701426	4844188	6645387	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00012126	A_12_P108102	III	11393662	0.296204861987759	III	11326620	11343110	11293304	11419577	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00015074	A_12_P108115	V	5237566	0.107321378307286	V	5270857	5275615	5149493	5602686	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00016809	A_12_P108119	IV	2759710	0.12210122352073	II	84434	87823	2300389	2970233	Distant eQTL	No	IV	21	No	2	NA	NA	NA	NA	II	IV
WBGene00005002	A_12_P108130	X	4656473	0.103068373024672	I	1016403	1019526	4171941	5676445	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00019885	A_12_P108135	V	2659191	0.21085436880191	V	2761819	2763208	2486879	3174175	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010781	A_12_P108150	III	9785498	0.168541076917924	III	9832959	9834475	9692506	10230593	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00013786	A_12_P108151	IV	16529740	0.420001354159404	IV	16924392	16927096	16488050	17490756	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00022056	A_12_P108152	III	1488833	0.16503933268576	III	1544934	1554449	1389211	1633618	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00006518	A_12_P108173	X	4656473	0.10504353591006	I	7727257	7729092	3713398	5390152	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00011054	A_12_P108176	II	13755276	0.219660599015682	II	13758404	13761235	13735025	14012154	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00008216	A_12_P108186	I	12318658	0.0957672200637197	I	12562826	12565895	12098639	12597637	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00015064	A_12_P108188	V	13228106	0.137395656320495	II	7757182	7758839	12437962	14156647	Distant eQTL	No	V	25.5	No	5	NA	NA	NA	NA	II	V
WBGene00013217	A_12_P108195	II	14255896	0.349135225290493	II	14340006	14344454	14218855	14281777	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00002879	A_12_P108196	III	8009505	0.11441825718358	III	7949920	7953308	6862755	9210994	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00022324	A_12_P108198	III	1402564	0.457696248162051	III	1336733	1342631	1393407	1464277	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00013474	A_12_P108199	IV	17489193	0.102633745256102	IV	10949767	10951377	16488050	17490756	Distant eQTL	No	IV	44	No	1	NA	NA	NA	NA	IV	IV
WBGene00018755	A_12_P108203	II	4120191	0.108530812035509	II	3908488	3910839	3509075	4411217	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00009165	A_12_P108210	I	9729023	0.548368693638167	I	9780287	9781418	9701366	9941265	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00010589	A_12_P108217	V	16167823	0.509135325806862	V	16173827	16175857	16167354	16188475	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010589	A_12_P108217	V	18273719	0.0635836107152496	V	16173827	16175857	18247185	18326576	Distant eQTL	No	V	35.5	No	1	NA	NA	NA	NA	V	V
WBGene00012861	A_12_P108221	V	7343918	0.0972110817308733	III	10572455	10575420	5602246	8947708	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	V
WBGene00012994	A_12_P108246	II	13374408	0.619157332782502	II	13376412	13389648	13372003	13374590	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012994	A_12_P108246	II	5911690	0.0487661115764032	II	13376412	13389648	5463446	7659303	Distant eQTL	No	II	17.5	No	2	NA	NA	NA	NA	II	II
WBGene00015427	A_12_P108287	X	4893004	0.162309497674484	V	5912726	5913802	4165450	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00022781	A_12_P108291	IV	8778092	0.0999531687590944	II	5278090	5282523	7381956	9672074	Distant eQTL	No	IV	31.5	Yes	11	Yes	30.5, 31, 31.5, 32	48	NA	II	IV
WBGene00015297	A_12_P108295	II	4797215	0.127375554189101	II	4299651	4301103	4119401	5249075	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00021611	A_12_P108297	V	1616055	0.684727217134559	V	1628103	1629446	1615139	1717227	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021611	A_12_P108297	V	20574869	0.000212510796839003	V	1628103	1629446	20128871	20921615	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00000041	A_12_P108306	V	8585263	0.106858270685625	III	7973714	7977355	5709334	9985933	Distant eQTL	No	V	22	No	3	NA	NA	NA	NA	III	V
WBGene00020449	A_12_P108308	III	4664	0.599996574100244	III	956327	957953	4664	29436	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00000041	A_12_P108311	X	5291269	0.148379918601948	III	7973714	7977355	4483054	5810100	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00017133	A_12_P108313	IV	4761504	0.149903568205014	II	5416707	5418448	4750189	5208413	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	II	IV
WBGene00018692	A_12_P108320	X	5638607	0.132139815836554	V	8410595	8411831	4674201	5810100	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00020459	A_12_P108322	III	148752	0.328214300381224	III	948548	949090	145403	149656	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007349	A_12_P108326	X	14831851	0.343854876708648	X	14750760	14752011	14630642	15106792	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00008714	A_12_P108353	III	13775016	0.31107518579001	III	13395562	13400563	13105354	13780165	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00015052	A_12_P108357	IV	4761504	0.110395469097608	IV	8167163	8168813	4368392	5163110	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	IV	IV
WBGene00019682	A_12_P108364	IV	15683717	0.154353805459367	III	8048401	8051155	15619530	16053550	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	III	IV
WBGene00013316	A_12_P108366	II	2284267	0.357632674707866	IV	14846385	14847095	2196572	2334376	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	IV	II
WBGene00018100	A_12_P108371	II	1732850	0.641407419135401	II	1771647	1774955	1727040	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012623	A_12_P108380	V	20445160	0.498991590685973	V	20516298	20518036	20379656	20921615	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00007770	A_12_P108385	I	11545278	0.117265237710895	I	11436782	11437407	11373077	11604995	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001320	A_12_P108390	IV	7016150	0.104849450073258	IV	11653417	11655470	6578183	8696159	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	IV	IV
WBGene00007455	A_12_P108400	IV	13713927	0.296715798533355	IV	13639266	13644567	13630403	14547789	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00007455	A_12_P108400	X	4179483	0.000102362154691194	IV	13639266	13644567	3789476	5676445	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00020027	A_12_P108419	II	5911690	0.756070197455752	II	6055039	6055985	5839860	6331341	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
