trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
C08E3.11	Distant eQTL to Distant eQTL	X_5067480	II_13907987	0.363892238115523	Between different chromosomes
C08E3.11	Distant eQTL to Distant eQTL	X_5067480	V_14652952	0.161482604013107	Between different chromosomes
C08E3.12.1	Distant eQTL to Distant eQTL	II_13907987	I_13171417	0.363892238115572	Between different chromosomes
C08E3.12.1	Distant eQTL to Distant eQTL	III_11807405	I_13171417	0.310416524820752	Between different chromosomes
C08E3.12.1	Distant eQTL to Distant eQTL	III_11807405	II_13907987	0.204658324052617	Between different chromosomes
C08E8.4.1	Distant eQTL to Distant eQTL	IV_6611540	I_1549172	0.214744563845995	Between different chromosomes
C08E8.4.1	Distant eQTL to Distant eQTL	V_14654518	I_1549172	0.162292750909574	Between different chromosomes
C08E8.4.1	Distant eQTL to Distant eQTL	V_14654518	IV_6611540	0.253492361480786	Between different chromosomes
C08F1.1	Distant eQTL to Distant eQTL	V_15896217	I_14187420	0.221934135213945	Between different chromosomes
C09B8.3.1	Distant eQTL to Distant eQTL	IV_4430374	III_11891019	0.117552774401392	Between different chromosomes
C09E8.3.1	Distant eQTL to Distant eQTL	IV_4430374	II_13265642	0.118080967662683	Between different chromosomes
C09E8.3.1	Distant eQTL to Distant eQTL	V_14649731	II_13265642	0.101875528305611	Between different chromosomes
C09E8.3.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
C09E9.1d.1	Distant eQTL to Distant eQTL	V_13722936	III_2337028	0.118595801569976	Between different chromosomes
C09G9.1c.1	Distant eQTL to Distant eQTL	V_13718280	I_345372	0.273139801280252	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	IV_2212564	III_3353294	0.182128202801092	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	V_4148393	III_3353294	0.33671644167419	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	X_2503060	III_3353294	0.287666451046727	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	V_4148393	IV_2212564	0.319527008694417	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	X_2503060	IV_2212564	0.343695497246459	Between different chromosomes
C12C8.1.1	Distant eQTL to Distant eQTL	X_2503060	V_4148393	0.354836047456471	Between different chromosomes
C14C11.8b.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
C14F11.6.1	Distant eQTL to Distant eQTL	IV_16047511	II_13265642	0.0315208303660187	Between different chromosomes
C14F5.3c.2	Distant eQTL to Distant eQTL	V_13589743	I_14721419	0.543323840274146	Between different chromosomes
C14F5.3c.2	Distant eQTL to Distant eQTL	V_19691145	I_14721419	0.380539509099387	Between different chromosomes
C14F5.3c.2	Distant eQTL to Distant eQTL	V_19691145	V_13589743	0.593761751750285	On the same chromosome
C15H9.1.1	Distant eQTL to Distant eQTL	X_5088756	I_14815837	0.179459444138876	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	MtDNA_11475	IV_12849163	0.0200448200423286	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	V_13762996	IV_12849163	0.111842216650444	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	X_11378563	IV_12849163	0.0884676855533633	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	V_13762996	MtDNA_11475	0.0178873788808476	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	X_11378563	MtDNA_11475	0.00193693548051738	Between different chromosomes
C16C4.9	Distant eQTL to Distant eQTL	X_11378563	V_13762996	0.313514511295341	Between different chromosomes
C16C8.2.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
C17C3.12e.1	Distant eQTL to Distant eQTL	V_9207551	IV_13319119	0.27154054546376	Between different chromosomes
C17C3.1a.1	Distant eQTL to Distant eQTL	IV_4759599	I_345372	0.153838475162088	Between different chromosomes
C17C3.1a.1	Distant eQTL to Distant eQTL	V_18998037	I_345372	0.161482604013107	Between different chromosomes
C17C3.1a.1	Distant eQTL to Distant eQTL	V_18998037	IV_4759599	0.245696219269067	Between different chromosomes
C17H1.7.1	Distant eQTL to Distant eQTL	II_13265642	II_946924	0.0839640110118751	On the same chromosome
C17H1.7.1	Distant eQTL to Distant eQTL	V_12294693	II_946924	0.219960971648948	Between different chromosomes
C17H1.7.1	Distant eQTL to Distant eQTL	V_12294693	II_13265642	0.431837770420297	Between different chromosomes
C23H3.1a.2	Distant eQTL to Distant eQTL	X_13804002	III_11957503	0.0269604482407697	Between different chromosomes
C23H3.4a.1	Distant eQTL to Distant eQTL	V_14652952	II_14583673	0.506838501772619	Between different chromosomes
C23H3.4a.1	Distant eQTL to Distant eQTL	X_1479451	II_14583673	0.593761751750285	Between different chromosomes
C23H3.4a.1	Distant eQTL to Distant eQTL	X_1479451	V_14652952	0.460220833287447	Between different chromosomes
C23H3.9a.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
C23H3.9d.2	Distant eQTL to Distant eQTL	X_6526258	IV_4430374	0.0679812987996815	Between different chromosomes
C24A8.1.1	Distant eQTL to Distant eQTL	V_15402901	I_1486763	0.15884204227187	Between different chromosomes
C24A8.1.1	Distant eQTL to Distant eQTL	X_13448004	I_1486763	0.156647995885932	Between different chromosomes
C24A8.1.1	Distant eQTL to Distant eQTL	X_13448004	V_15402901	0.228759072045744	Between different chromosomes
C24G7.2.1	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
C24H10.4.1	Distant eQTL to Distant eQTL	X_7896461	IV_16155450	0.0252285452273953	Between different chromosomes
C25F6.7a.1	Distant eQTL to Distant eQTL	V_13842657	IV_4430374	0.161674573703757	Between different chromosomes
C27A7.6c.1	Distant eQTL to Distant eQTL	V_4333001	II_11958857	0.221639849050949	Between different chromosomes
C27A7.6c.1	Distant eQTL to Distant eQTL	X_6697014	II_11958857	0.180705691657159	Between different chromosomes
C27A7.6c.1	Distant eQTL to Distant eQTL	X_6697014	V_4333001	0.420798736256602	Between different chromosomes
C27A7.6d.1	Distant eQTL to Distant eQTL	X_5392032	V_10037950	0.313514511295341	Between different chromosomes
C28D4.5.1	Distant eQTL to Distant eQTL	IV_16429360	IV_8337815	0.22692329490571	On the same chromosome
C28D4.5.1	Distant eQTL to Distant eQTL	V_4390262	IV_8337815	0.43238225529301	Between different chromosomes
C28D4.5.1	Distant eQTL to Distant eQTL	V_4390262	IV_16429360	0.177417760184129	Between different chromosomes
C28F5.1.1	Distant eQTL to Distant eQTL	V_19945382	II_946924	0.0504458284764273	Between different chromosomes
C33F10.13.1	Distant eQTL to Distant eQTL	IV_7858491	II_6131540	0.40491258558816	Between different chromosomes
C33F10.13.1	Distant eQTL to Distant eQTL	V_4425853	II_6131540	0.281959996350526	Between different chromosomes
C33F10.13.1	Distant eQTL to Distant eQTL	V_4425853	IV_7858491	0.433148013681145	Between different chromosomes
C34F11.9a.2	Distant eQTL to Distant eQTL	IV_16558552	IV_1040866	0.0548728254686752	On the same chromosome
C35B1.8.1	Distant eQTL to Distant eQTL	V_19140114	II_12149641	0.0851741775790851	Between different chromosomes
C36A4.11.1	Distant eQTL to Distant eQTL	IV_16147246	I_4696683	0.202750586555172	Between different chromosomes
C36C9.3.1	Distant eQTL to Distant eQTL	X_404607	V_6679927	0.0329803942659937	Between different chromosomes
C37C3.6a.1	Distant eQTL to Distant eQTL	IV_4308862	II_209512	0.138508052657807	Between different chromosomes
C37C3.6a.1	Distant eQTL to Distant eQTL	V_12397073	II_209512	0.332153066245238	Between different chromosomes
C37C3.6a.1	Distant eQTL to Distant eQTL	V_12397073	IV_4308862	0.14629007475893	Between different chromosomes
C38C6.3.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
C38D9.2.1	Distant eQTL to Distant eQTL	II_9909364	II_4428551	0.291879099926376	On the same chromosome
C38D9.2.1	Distant eQTL to Distant eQTL	III_3699517	II_4428551	0.0396708330961044	Between different chromosomes
C38D9.2.1	Distant eQTL to Distant eQTL	IV_3317382	II_4428551	0.153749772216408	Between different chromosomes
C38D9.2.1	Distant eQTL to Distant eQTL	III_3699517	II_9909364	0.175260842254246	Between different chromosomes
C38D9.2.1	Distant eQTL to Distant eQTL	IV_3317382	II_9909364	0.112781542119973	Between different chromosomes
C38D9.2.1	Distant eQTL to Distant eQTL	IV_3317382	III_3699517	0.0609446485892402	Between different chromosomes
C41D11.1e.1	Distant eQTL to Distant eQTL	V_2792989	IV_17072978	0.243756827521431	Between different chromosomes
C41G11.3a.2	Distant eQTL to Distant eQTL	IV_11635759	II_499521	0.23115254951482	Between different chromosomes
C41G11.3a.2	Distant eQTL to Distant eQTL	V_14444778	II_499521	0.178876171418417	Between different chromosomes
C41G11.3a.2	Distant eQTL to Distant eQTL	V_14444778	IV_11635759	0.151178818476578	Between different chromosomes
C41H7.5a.1	Distant eQTL to Distant eQTL	V_6065111	IV_4282387	0.114376303094215	Between different chromosomes
C41H7.5b.1	Distant eQTL to Distant eQTL	V_6989071	IV_4282387	0.0472313448888154	Between different chromosomes
C42D8.2.2	Distant eQTL to Distant eQTL	IV_16060309	IV_6395975	0.543323840274146	On the same chromosome
C44B11.6.1	Distant eQTL to Distant eQTL	V_6698818	II_14242669	0.147023800398247	Between different chromosomes
C44B7.10.2	Distant eQTL to Distant eQTL	X_14446308	II_1186497	0.076418109057122	Between different chromosomes
C44B7.2a.1	Distant eQTL to Distant eQTL	II_13557834	II_10685640	0.406502500847343	On the same chromosome
C44H4.2.1	Distant eQTL to Distant eQTL	II_13265642	I_1549172	0.0857920767481258	Between different chromosomes
C44H4.2.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
C44H4.2.1	Distant eQTL to Distant eQTL	IV_4430374	II_13265642	0.118080967662683	Between different chromosomes
C45B2.8.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
C45G9.6a.2	Distant eQTL to Distant eQTL	V_16448517	I_14700446	0.24366187338586	Between different chromosomes
C45G9.6a.2	Distant eQTL to Distant eQTL	X_14460051	I_14700446	0.161482604013107	Between different chromosomes
C45G9.6a.2	Distant eQTL to Distant eQTL	X_14460051	V_16448517	0.0851741775790851	Between different chromosomes
C47E12.6.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
C48B4.4d.1	Distant eQTL to Distant eQTL	III_2923217	I_12987942	0.107458673145855	Between different chromosomes
C48B4.4d.1	Distant eQTL to Distant eQTL	V_3693718	I_12987942	0.107458673145855	Between different chromosomes
C48B4.4d.1	Distant eQTL to Distant eQTL	V_3693718	III_2923217	0.0536227723095774	Between different chromosomes
C48D1.3.2	Distant eQTL to Distant eQTL	V_14654518	II_620637	0.186719216149227	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	IV_10962520	II_9780	0.383092702226468	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	V_13571248	II_9780	0.620673976316642	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	X_3893981	II_9780	0.568393791653241	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	V_13571248	IV_10962520	0.529832793518792	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	X_3893981	IV_10962520	0.483516055588357	Between different chromosomes
C48D1.7	Distant eQTL to Distant eQTL	X_3893981	V_13571248	0.915969465472578	Between different chromosomes
C49G7.11.1	Distant eQTL to Distant eQTL	X_8579010	I_922115	0.141305001223793	Between different chromosomes
C50D2.1a.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
C50E3.12.2	Distant eQTL to Distant eQTL	X_13516932	V_2278071	0.295948771275127	Between different chromosomes
C52E12.4.2	Distant eQTL to Distant eQTL	III_12564875	III_1286892	0.0392511302557629	On the same chromosome
C54C6.2.1	Distant eQTL to Distant eQTL	V_17029962	II_9695013	0.350213856323441	Between different chromosomes
C54E10.1	Distant eQTL to Distant eQTL	II_14292281	I_1572898	0.0280233314000202	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	I_14700446	I_661425	0.0985215894287265	On the same chromosome
C54G7.3a.1	Distant eQTL to Distant eQTL	III_11891019	I_661425	0.102649941064927	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	IV_4430374	I_661425	0.102649941064927	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	V_14649731	I_661425	0.103588621758341	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	III_11891019	I_14700446	0.0860384680314111	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	IV_4430374	I_14700446	0.221639849050949	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	V_14649731	I_14700446	0.213781266727184	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	IV_4430374	III_11891019	0.117552774401392	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	V_14649731	III_11891019	0.0571136869795436	Between different chromosomes
C54G7.3a.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	IV_12688395	I_13171417	0.116972746120652	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	V_18849905	I_13171417	0.493667841079259	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	X_6526258	I_13171417	0.282776874486341	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	V_18849905	IV_12688395	0.252252960949361	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	X_6526258	IV_12688395	0.195642620755245	Between different chromosomes
C55A6.1.2	Distant eQTL to Distant eQTL	X_6526258	V_18849905	0.347308929905959	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	III_3353294	I_1536513	0.106053716702833	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	IV_2212564	I_1536513	0.29545203915589	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	V_15310752	I_1536513	0.202575312221544	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	X_2273035	I_1536513	0.217772575193539	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	IV_2212564	III_3353294	0.182128202801092	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	V_15310752	III_3353294	0.467267767627968	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	X_2273035	III_3353294	0.268066324913273	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	V_15310752	IV_2212564	0.241009603204209	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	X_2273035	IV_2212564	0.420110091639385	Between different chromosomes
C55B7.4b.1	Distant eQTL to Distant eQTL	X_2273035	V_15310752	0.230855366321358	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	III_3353294	I_8484435	0.219520979288423	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	V_15743935	I_8484435	0.299051826318881	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	X_2209898	I_8484435	0.242034633666291	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	V_15743935	III_3353294	0.387021016262098	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	X_2209898	III_3353294	0.318486216427337	Between different chromosomes
C56G2.3.1	Distant eQTL to Distant eQTL	X_2209898	V_15743935	0.221639849050949	Between different chromosomes
CC8.2a.2	Distant eQTL to Distant eQTL	III_12079457	III_3353294	0.202750586555172	On the same chromosome
CC8.2a.2	Distant eQTL to Distant eQTL	V_4148393	III_3353294	0.33671644167419	Between different chromosomes
CC8.2a.2	Distant eQTL to Distant eQTL	V_4148393	III_12079457	0.138198087497928	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	IV_13055128	II_14016247	0.259061157163487	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	V_10844287	II_14016247	0.287666451046727	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	X_5067480	II_14016247	0.350213856323441	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	V_10844287	IV_13055128	0.343695497246459	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	X_5067480	IV_13055128	0.416979879687461	Between different chromosomes
D1014.3b.1	Distant eQTL to Distant eQTL	X_5067480	V_10844287	0.460220833287447	Between different chromosomes
D1014.3b.2	Distant eQTL to Distant eQTL	V_13879788	II_13907987	0.327172180925201	Between different chromosomes
D1014.3b.2	Distant eQTL to Distant eQTL	V_18849905	II_13907987	0.419218856111633	Between different chromosomes
D1014.3b.2	Distant eQTL to Distant eQTL	X_7896461	II_13907987	0.302332722969201	Between different chromosomes
D1014.3b.2	Distant eQTL to Distant eQTL	V_18849905	V_13879788	0.555326436961853	On the same chromosome
D1014.3b.2	Distant eQTL to Distant eQTL	X_7896461	V_13879788	0.325146936992796	Between different chromosomes
D1014.3b.2	Distant eQTL to Distant eQTL	X_7896461	V_18849905	0.31848621642729	Between different chromosomes
D1054.9d.1	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
